"","Gene","mean","median","sd","max","Patient_ID","Sample","Tissue","Timepoint","Annotation","BestResponse","Residual"
"HPGDS","HPGDS",0.386155759,0.035966053,0.914036884239335,5.289870103,0.000000000105804945402575,0.0171351059983342,0.0000000243445588688873,0.0000000329100313605917,0.0232790302995807,0.0000000127176357335712,0.959585793624054
"SOCS3","SOCS3",0.610067019,0.31318049,0.804285715688494,5.40351035,0.000000000104314435825344,0.0398653029951928,0,0,0.00279759917728617,0.0000000202984864937906,0.95733707742472
"CXCR1","CXCR1",0.081046722,0,0.383795441186814,4.49569426,0.000000000100193676951112,0,0,0,0.00186829964271568,0.00000000031084017457561,0.99813169994625
"CD34","CD34",0.553354329,0.2026886,0.990287800690179,5.8689014,0.0000000000000000215361247918983,0.00242623219926623,0,0,0.0259778715998126,0.000000000284008902451097,0.971595895916912
"ADAM28","ADAM28",0.435005439,0.050953734,0.866810412449238,5.289870103,0,0.000000000114908854091584,0,0.00389392998921243,0,0.0245914443812345,0.971514625514644
"AIRE","AIRE",0.025333141,0,0.193744741477972,3.826197686,0,0.0104685892169408,0,0.00213646443744444,0,0,0.987394946345615
"ANGPTL4","ANGPTL4",0.110466919,0,0.315654589541357,4.32631153,0,0,0,0.00341265541371967,0.00765321038529182,0,0.988934134200988
"APOE","APOE",0.361991329,0.14908648,0.667519693147541,6.86114964,0,0.0171786878879346,0,0.00000000107550323447208,0.00526050022080628,0.0136997069008797,0.963861103914876
"AQP5","AQP5",0.021596294,0,0.0783313420089561,1.056012564,0,0,0,0,0,0,1
"AREG","AREG",0.175292023,0,0.565567704311484,5.918559333,0,0.00882409206439332,0.00141883858272035,0.025167084747261,0,0,0.964589984605625
"ARG1","ARG1",0.048100971,0,0.218414785316742,4.177076714,0,0,0.000000000731550530939033,0,0,0.0321307451440661,0.967869254124383
"BANK1","BANK1",0.257033779,0.016061633,0.825866910553763,6.238018641,0,0,0,0.00421570250224418,0.000000000197162046372657,0,0.995784297300594
"BCL2","BCL2",0.951215022,0.49955843,1.18568943463939,5.66185858,0,0,0,0,0.00263954913178005,0,0.99736045086822
"BGN","BGN",1.412193079,0.94070047,1.46438656453862,6.13901024,0,0.0665409025694473,0.00000000042579798240057,0,0.0145506186128461,0.0245563231030959,0.894352155288813
"BMPR1B","BMPR1B",0.085731315,0,0.183146265868748,2.091168385,0,0.000423816780021653,0,0.000000000410429228639571,0.00651217573818328,0.000000000126344606083808,0.993064006945021
"C1R","C1R",1.567185955,1.00730922,1.58733310293837,6.71258888,0,0.0129118416318685,0,0.000000000109640699919483,0.0311828100950097,0,0.955905348163481
"C1S","C1S",1.599805526,0.95436685,1.65264229986679,6.11189076,0,0.0191701737156916,0,0,0.0259393384848807,0,0.954890487799428
"CA9","CA9",0.053654227,0,0.243433187084822,3.635165164,0,0.00000000694312794791767,0.000000000302999413169927,0.00858130385800395,0.016458484319959,0.014161022075487,0.960799182500423
"CCL14","CCL14",0.329296462,0.045844979,0.746755228046256,6.024830654,0,0,0,0,0.0200396023551127,0,0.979960397644887
"CCL16","CCL16",0.078320894,0,0.304130432435371,4.476335708,0,0,0.00446095187682163,0,0,0,0.995539048123178
"CCL19","CCL19",0.201312445,0,0.735339242980411,6.851963944,0,0.000000000184879250649493,0.000000467425566475627,0,0.0185376563976429,0.0000000023749351962432,0.981461873616976
"CCL21","CCL21",0.362626207,0,1.24260921015495,7.111229225,0,0,0.000714537264503587,0.000000000337855912443685,0.0123358589096417,0.000000000263696741837759,0.986949603224302
"CCL28","CCL28",0.13055183,0,0.300187700606447,4.724640565,0,0,0,0,0,0.000000000706719961509433,0.99999999929328
"CCL3L1","CCL3L1",0.07133238,0,0.205495372306164,2.198303203,0,0.0230731122213704,0,0,0.0142563609276819,0.00509228440144267,0.957578242449505
"CCL7","CCL7",0.034316177,0,0.129416956117196,2.199123025,0,0,0,0,0.011317724169478,0.000000000114207102318135,0.988682275716315
"CCND1","CCND1",0.565124343,0.30297053,0.802719027836672,6.02483065,0,0.00616287393292718,0.00869711123071105,0,0.0545151232866306,0.00000250498769477481,0.930622386562036
"CCR2","CCR2",0.315456155,0.03913373,0.678040456668124,4.940119685,0,0,0,0,0,0,1
"CD1C","CD1C",0.17401674,0,0.511871133534125,5.702787359,0,0.0000000141009509411418,0,0.000136446642879727,0.0187253909144398,0.000000772948402967504,0.981137375393327
"CD27","CD27",0.19272456,0,0.548678279308886,5.630866049,0,0.000000000168493965438768,0,0,0.000000000826393084496127,0,0.999999999005113
"CD276","CD276",0.448227479,0.24072249,0.601114669409642,5.82420687,0,0.00845690494352713,0.000190763780160317,0.00711483501321436,0.0206721963089914,0,0.963565299954107
"CD38","CD38",0.288562782,0.057628442,0.638268265173415,5.853497658,0,0.0264904024191121,0.00000000300779461190259,0,0,0.000000141956949517857,0.973509452616144
"CD79B","CD79B",0.082330887,0,0.366858128735615,5.398200061,0,0.000000000191951901392484,0,0.00176768261010785,0.0089378784403772,0,0.989294438757563
"CD80","CD80",0.167460683,0.022900955,0.406778314380369,4.473085985,0,0,0,0.00714061626141141,0,0.0079883696446961,0.984871014093893
"CD81","CD81",1.793341113,1.75216854,1.2707297494002,6.75473689,0,0.0101162000987573,0.000000000397533429135808,0.0165264730589029,0.00429106388958271,0.00395352448651966,0.965112738068704
"CD9","CD9",1.063569969,0.54497408,1.27558787407463,6.5428958,0,0,0,0,0,0.00000000479644404514146,0.999999995203556
"CDK2","CDK2",0.420204439,0.23218818,0.671738741984449,5.01471929,0,0,0,0.00166520234356374,0.00340477092153124,0,0.994930026734905
"CDKN1C","CDKN1C",0.073109953,0,0.220261061529569,4.218202173,0,0.00644504136284308,0.00181062988872615,0.00413908068452111,0.0036020160151134,0,0.984003232048796
"CDKN2D","CDKN2D",0.157733985,0.01691098,0.492150451803988,5.939561721,0,0,0,0.000000000116487872571517,0,0,0.999999999883512
"CDON","CDON",0.33788774,0.047055767,0.742405373343421,6.020656471,0,0,0,0,0,0,1
"CDX1","CDX1",0.040034383,0,0.276907081587393,4.747886974,0,0.0181961101271501,0,0.000000000149917012617565,0,0.000000000463725025577366,0.981803889259208
"CDX2","CDX2",0.059813691,0,0.344905512466855,4.690937664,0,0,0.000804323064758805,0.000344673547426998,0,0.000000000165924617864268,0.99885100322189
"CEACAM6","CEACAM6",0.130152602,0,0.608057700804962,5.942533841,0,0.0199274679980207,0.000000000242617815480364,0,0,0,0.980072531759361
"CFC1","CFC1",0.046664843,0,0.150231132273073,2.766730382,0,0,0.00642773161063307,0.000000000109167609559387,0.0168339360957383,0,0.976738332184461
"CHI3L1","CHI3L1",0.120053916,0,0.363945123919521,5.370433097,0,0.0180457625590241,0,0.00614620949405764,0.00687403864618232,0,0.968933989300736
"CHIT1","CHIT1",0.041750281,0,0.195630432180833,4.220300997,0,0.00677605116971139,0.000000000551672398288876,0,0.00955261232240857,0.00359047342497076,0.980080862531237
"CNTN1","CNTN1",0.076025414,0,0.216607737908563,2.712742463,0,0.0113966945253018,0,0,0,0,0.988603305474698
"COL10A1","COL10A1",0.081298576,0,0.206809881187088,2.516651288,0,0.0355683496702436,0,0,0,0,0.964431650329756
"COL5A1","COL5A1",1.269952009,0.6265422,1.50108054653397,6.81090667,0,0.0321868703577825,0,0.000000059343385298725,0.00536510905894363,0,0.962447961239889
"CPA3","CPA3",0.274404812,0,1.13220256283357,7.07177404,0,0,0,0,0.0274947006879438,0,0.972505299312056
"CSF1","CSF1",0.603821543,0.26581819,0.78327349737527,5.88379589,0,0.000000000546620161715852,0.0000000247780292381811,0,0,0.000000000695283956977811,0.999999973980067
"CTLA4","CTLA4",0.259152571,0.020819234,0.806081944891871,6.322218886,0,0.000000000112786866413749,0.000000000690478537148207,0.0000226409925283937,0.0249004368645886,0,0.975076921339618
"CTSL","CTSL",0.200677944,0.02792727,0.460996997947917,4.203678705,0,0.013431183923881,0,0,0.00000000103988236985193,0.00697119134540037,0.979597623690836
"CTSW","CTSW",0.128320712,0,0.438362705002519,5.370433097,0,0,0.000000000197326355990072,0.0000000448022065602036,0.000000000234885468317367,0.0000000020464575086084,0.999999952719124
"CXCL1","CXCL1",0.114457596,0,0.335624886363627,3.406772247,0,0,0,0,0.0141246137173098,0,0.98587538628269
"CXCL11","CXCL11",0.070628902,0,0.28592248031093,5.014719292,0,0,0,0,0,0,1
"CXCL13","CXCL13",0.072009088,0,0.287092156442994,4.724640565,0,0.00279231517581071,0.0020473722596954,0,0.000000000110825791416548,0.00117128786332218,0.993989024590346
"CXCL16","CXCL16",0.22515506,0.019348797,0.449613431141253,4.509959591,0,0.0175182787863963,0.00000000174573095476103,0.000000201346299496528,0,0.00853881035749867,0.973942707764075
"CXCL5","CXCL5",0.061691645,0,0.275110178734286,6.294857583,0,0.00000000103080548542116,0.0000000165470827884575,0,0.000000000618162184993724,0,0.99999998180395
"CXCL6","CXCL6",0.145783632,0,0.514153424423798,5.014719292,0,0.000000000102871716640346,0.000000000261369775354642,0.00250504066386834,0,0,0.99749495897189
"CXCL9","CXCL9",0.045690951,0,0.293925159348914,5.366839666,0,0,0.00221895692538137,0.00051541244928478,0.00000000515067496382291,0.0131448589167574,0.984120766557901
"CXCR2","CXCR2",0.176183789,0,0.636294095515784,6.211179086,0,0,0.013223948371759,0,0.00640008116776875,0,0.980375970460472
"CXCR3","CXCR3",0.111620911,0,0.451265193690786,5.682444606,0,0.00723273263217941,0.0026355527534071,0.000000000116040060194089,0.00000000127102871357959,0.000000000701164959695196,0.99013171252618
"DCN","DCN",1.834526198,1.26244876,1.73835332144268,6.40509049,0,0.0108993897733246,0,0.000594236382735638,0.0281452087984861,0,0.960361165045454
"DMBT1","DMBT1",0.037043976,0,0.303795409831579,7.139192192,0,0,0,0.00778916423900822,0,0,0.992210835760992
"EGF","EGF",0.041093845,0,0.235752694623662,3.942088038,0,0.00382082605795608,0,0.00652013306686151,0,0.00149983502607154,0.988159205849111
"EGFR","EGFR",0.281643419,0.04466304,0.541582819436773,4.60804215,0,0.0128455243231896,0,0.000000707997795272179,0.0121916830201925,0.00636655123454858,0.968595533424274
"EGR3","EGR3",0.200871195,0.043459457,0.442435362936123,5.613097565,0,0.000000000179499298733636,0.000000000890520976374924,0.00824928569980822,0.00817511690380208,0,0.983575596326369
"EPCAM","EPCAM",0.175401841,0,0.712105997543271,5.98280842,0,0.0132212571779567,0,0.00906585712278445,0,0.00000000050442707160138,0.977712885194832
"EPHB2","EPHB2",0.20017702,0.033345265,0.364749070434473,4.608042149,0,0,0.000000000368366647839284,0,0.000000000110993459437967,0.0140380492653453,0.985961950255295
"EPO","EPO",0.021463604,0,0.128069786898542,2.252621976,0,0,0.000000000193409432610441,0.00614891809334467,0.00601699006157429,0,0.987834091651672
"ERBB4","ERBB4",0.065556198,0,0.212498021457334,3.406772247,0,0.00424339477914443,0.000335924102143075,0,0,0,0.995420681118713
"ESR1","ESR1",0.098231921,0,0.301261256651165,4.915267487,0,0,0.00653267427078224,0.00057482514870795,0.00322409742576316,0,0.989668403154747
"F11R","F11R",0.393170037,0.145520012,0.675966334887231,6.294857583,0,0.000000000126282779903851,0.00933599576238011,0,0.0176136592558981,0,0.973050344855439
"FABP3","FABP3",0.171195186,0.043955561,0.391982801504197,4.491355009,0,0,0.00785020166357164,0.000859345355145949,0,0,0.991290452981282
"FAP","FAP",0.506963862,0.15513696,0.876771496412799,6.02065647,0,0.0178629765863537,0,0.000000339184257788886,0.000303585745377354,0.0000000213352019917097,0.981833077148809
"FCER2","FCER2",0.113154824,0,0.436677072647155,6.238018641,0,0,0,0,0,0,1
"FCGR2A","FCGR2A",0.979811527,0.148602398,1.49589454452977,5.876277126,0,0.0242703832801595,0.0076899413531817,0,0,0.0227073477137309,0.945332327652928
"FEZ1","FEZ1",0.163460534,0.03263591,0.34541377880019,5.30532757,0,0.00232790331489548,0,0,0,0,0.997672096685104
"FGR","FGR",0.394785242,0.019901032,0.807800034207914,5.415775137,0,0.0100452495425209,0,0.000497394879607889,0.0144610102624786,0.00827903672045724,0.966717308594935
"FLT1","FLT1",0.343376671,0.06770562,0.839887837485157,4.85785134,0,0,0.000000000526817426275627,0,0.0183558491125039,0,0.981644150360679
"FLT3","FLT3",0.133382455,0,0.446255204995544,4.760608648,0,0,0,0,0.0230576673014469,0,0.976942332698553
"FLT3LG","FLT3LG",0.132607192,0,0.323971527639528,2.721108168,0,0,0.00206264627486577,0.027880091949249,0.00445292031245444,0,0.965604341463431
"FN1","FN1",0.762451464,0.33258526,1.08436786650172,5.86294028,0,0.0208724530955071,0.0106900440706883,0,0.0233310078867437,0.00000000013218584270465,0.945106494814875
"FOLR2","FOLR2",0.250369871,0,0.583957541749739,4.805681462,0,0,0,0,0,0,1
"FOXP3","FOXP3",0.116115527,0,0.652716246268744,6.471220603,0,0,0.000000000100612878514556,0,0.000000000178887635213327,0,0.999999999720499
"GATA2","GATA2",0.304455939,0,1.0052885590133,6.851963944,0,0,0,0,0.012676293567122,0,0.987323706432878
"GATA3","GATA3",0.276968115,0.01460811,0.665249169205218,5.104589726,0,0.0375361005175494,0,0.00255736848492466,0.0289595036949146,0.000000000760842107626296,0.930947026541769
"GATA6","GATA6",0.448350543,0.12518853,0.807388400404416,4.84402993,0,0.0000000040626446599965,0,0.00000000101307962732272,0.00626217744764718,0,0.993737817476628
"GPNMB","GPNMB",1.065071806,0.66824912,1.18325744199774,6.32245127,0,0,0,0,0.0171233856548806,0.00933975763530549,0.973536856709814
"HBEGF","HBEGF",0.217802635,0.035054897,0.515603628993394,6.105950691,0,0,0.00117224372487031,0.00107731794628842,0.00378490426930954,0.000000000341518589493681,0.993965533718013
"HLA-DQB1","HLA-DQB1",0.557693725,0.071574513,0.997729001825281,5.398200061,0,0.0194580819003867,0.00000669111136263911,0.00000000746594484285572,0.0156512665459957,0.054846930521758,0.910037022454552
"ID4","ID4",0.367249166,0.09173196,0.646841192038183,5.01471929,0,0,0.00211322747221709,0,0,0,0.997886772527783
"IDO1","IDO1",0.087957841,0,0.3302400151552,5.565683307,0,0.00933799706310417,0,0,0.0147439749776799,0,0.975918027959216
"IFIT2","IFIT2",0.234537878,0.094043008,0.500885642191137,6.008978614,0,0,0.00747241142084584,0,0,0.000000000744904520044241,0.99252758783425
"IFNL1","IFNL1",0.008879326,0,0.0317679875251196,0.303157815,0,0.0190598074738961,0,0,0,0,0.980940192526104
"IGLC3","IGLC3",0.128531348,0,0.55922419173822,5.829275427,0,0.00485265317302252,0.000722484880781922,0.00000000026928405222779,0.0076690958398704,0.00000000192056177867768,0.986755763916479
"IL12B","IL12B",0.024032382,0,0.0687005464756206,0.75914457,0,0.00718265745715068,0.00000000691536911770467,0,0,0.000000000337063855234822,0.992817335290416
"IL13RA2","IL13RA2",0.033101118,0,0.120587335069051,1.710170908,0,0,0,0,0,0,1
"IL15RA","IL15RA",0.166368131,0.05507953,0.302891785290742,4.26925728,0,0,0,0.00181734502398445,0.00731893669745566,0.000000000140294337212965,0.990863718138266
"IL1A","IL1A",0.0279805,0,0.166844922061639,4.269257276,0,0.0142265556020792,0.000399935146833328,0.00000000240490617142431,0.00129932521155943,0.000000000130139244215479,0.984074181504483
"IL1R1","IL1R1",0.875224809,0.56704617,0.998210916679577,5.50810878,0,0.0169256578900546,0,0,0,0.00000000000000000754224558285087,0.983074342109945
"IL22RA2","IL22RA2",0.038392218,0,0.202268358915071,4.714853826,0,0,0.00152710972716177,0,0,0.000905844071829924,0.997567046201008
"IL23A","IL23A",0.084839011,0,0.263510465761397,4.539224996,0,0,0.00172496387858782,0,0.000000000181454924867843,0.00446939042118075,0.993805645518777
"IL4R","IL4R",0.72342709,0.5892276,0.72991198013244,5.40351035,0,0.00000000164103187780559,0,0,0.00699628161635843,0.0131846366425757,0.979819080100034
"IL5","IL5",0.03929418,0,0.207577695221969,5.305327565,0,0,0.001964500527288,0,0.00424901784540834,0,0.993786481627304
"IL6","IL6",0.122241649,0,0.317199663931861,3.45437739,0,0,0.00491828986402149,0.0111102200480884,0.010046256149191,0.00326335151391509,0.970661882424784
"IQGAP2","IQGAP2",0.849876428,0.39117529,1.06058925684841,5.63086605,0,0,0,0,0,0.0117536039420548,0.988246396057945
"ITGAV","ITGAV",1.096333442,0.82960558,1.02670791728662,5.85708949,0,0.0163024108936571,0.000000000127801098372766,0,0.0252673513638256,0.000891262883664612,0.957538974731052
"JUN","JUN",1.220094686,0.98445718,1.16526981185192,5.87627713,0,0.0535513995766227,0,0,0.0129104169883307,0.00256375764674874,0.930974425788298
"KIT","KIT",0.294997214,0.007839511,1.02167862365485,6.661208313,0,0,0,0,0.0288549715702031,0,0.971145028429797
"KLRB1","KLRB1",0.254348579,0,0.63400960417397,5.343733699,0,0.000984486022935388,0.0173310573955498,0.0227658297757384,0.010041366182902,0.00000142320065745188,0.948875837422217
"KLRF1","KLRF1",0.142548563,0.02852202,0.301356922778967,2.55168551,0,0.000000000611307236517076,0.0000325574989410484,0.00321782307552483,0,0,0.996749618814227
"KMT2C","KMT2C",1.120508814,1.05103873,0.945455680252889,5.85708949,0,0.000000000339072902280921,0.000000000689792810324928,0.00000000162431846799914,0,0.00000000124977826455865,0.999999996097038
"LAMP3","LAMP3",0.060886779,0,0.186035191514051,2.020190832,0,0.00139711035105544,0.000000000100327943771043,0,0.00658484406735023,0,0.992018045481266
"LIF","LIF",0.267884253,0,0.775280286008828,5.305327565,0,0,0,0,0.0265789253838398,0.000000000189386207084694,0.973421074426774
"LUM","LUM",1.322432872,0.72397113,1.52112247351684,6.92557745,0,0,0.00000000024330895038207,0.00746935181974757,0.0123176608216599,0.012696234244965,0.967516752870319
"LY6E","LY6E",0.20065924,0.06868302,0.366086268055095,3.45437739,0,0.0144218347314564,0,0,0.010070773858708,0,0.975507391409836
"LY86","LY86",0.192651369,0.007488125,0.436693517192431,5.160510802,0,0,0.000000000663225431154805,0.000000000339041427947946,0.0118903971443328,0.0147650812090932,0.973344520644307
"LYZ","LYZ",0.883239794,0.167147223,1.42798485045904,7.776869421,0,0.0399681663272052,0,0.00000000107034077805858,0.000000000258883866566944,0.0113096355432745,0.948722196800296
"MCAM","MCAM",0.518093225,0.094730331,1.04038587564992,6.283676377,0,0,0,0,0.0166622281617399,0,0.98333777183826
"MCEMP1","MCEMP1",0.044371729,0,0.192642434154553,4.107134051,0,0.00000000125344822894618,0,0,0.010305063113732,0,0.98969493563282
"MET","MET",0.208398646,0,0.530338149623576,3.45437739,0,0,0,0,0.0220952666887035,0.00349303940459282,0.974411693906704
"MGP","MGP",1.50093258,1.09654189,1.42186232765164,6.60998459,0,0.0765994199474815,0,0.000000000288267739346944,0.00000000112101523850517,0.00000000124129508070073,0.923400577401941
"MME","MME",0.162740225,0,0.477070023439145,4.394259241,0,0,0.00173469136508515,0,0.00639539036906425,0,0.991869918265851
"MS4A2","MS4A2",0.226114753,0,1.00297325080181,6.352619432,0,0,0,0.00000000358549343522929,0.0382537021086052,0,0.961746294305901
"MSLN","MSLN",0.176630809,0,0.695271252351881,6.465591146,0,0,0,0,0.000000000713815616803376,0.000604560150095604,0.999395439136089
"MT1G","MT1G",0.126994594,0,0.306988620020251,4.476335708,0,0,0,0.0023641624035258,0.00624479225335484,0.000000345555919330842,0.9913906997872
"NCEH1","NCEH1",0.271509021,0.0857415,0.513566592103534,5.06491601,0,0.0324697252268152,0.000000000153233529067859,0.00000000013567366019422,0.00000000129355013994759,0,0.967530273190727
"NLGN3","NLGN3",0.041484433,0,0.122955412672516,1.831801992,0,0,0,0,0.00295367767997797,0,0.997046322320022
"NOTCH3","NOTCH3",0.443378624,0.07926772,1.0401851016669,6.62510198,0,0,0.00302472515345959,0.000000000102806656568016,0.00154929452883188,0.00521835279738501,0.990207627417517
"NPW","NPW",0.011197805,0,0.172355410087898,4.747886974,0,0.00000000372842304251092,0,0.00000000306152314231903,0.00400392179946568,0.0179601295230442,0.978035941887544
"NRP1","NRP1",1.231973734,0.70453546,1.30970108384482,5.98232715,0,0,0,0.00070551837858008,0.0122479163807338,0,0.987046565240686
"NRXN2","NRXN2",0.086672732,0,0.284922515706738,5.82927543,0,0,0.0202680841975948,0,0,0,0.979731915802405
"NT5E","NT5E",0.432671491,0.18559173,0.691786919054195,6.03139824,0,0,0.00425445355841038,0,0.0411599061647026,0.000000000349680134226939,0.954585639927207
"ORC6","ORC6",0.231001574,0.024964,0.682333775970152,6.67909543,0,0,0,0,0.00178532705477311,0,0.998214672945227
"P2RX1","P2RX1",0.275738953,0,0.7940011266064,6.105950691,0,0.00712253295634536,0.000000000144428257735846,0.000000000631740335677033,0.00337261841931759,0,0.989504847848169
"PDGFB","PDGFB",0.336231316,0.048289626,0.656453702173967,5.686676827,0,0,0,0.00000000288647693314383,0.0550211363958638,0,0.944978860717659
"PDGFRB","PDGFRB",0.517823484,0.146519087,0.909532748436582,4.881177954,0,0,0,0.000000000597898652381386,0.00420483492444004,0,0.995795164477661
"PDPN","PDPN",0.419745797,0.085517885,0.869594377123829,5.523152389,0,0,0.000576581329807021,0,0.000000000332588908240298,0.00000000189214749286759,0.999423416445457
"PGA5","PGA5",0.041862953,0,0.129915169514983,2.07426264,0,0,0.00730927713224688,0,0.0113884603299716,0,0.981302262537782
"PIK3CA","PIK3CA",0.581290195,0.4845263,0.635848006145054,5.41735596,0,0.00674051169374677,0,0,0.0165911352044544,0,0.976668353101799
"PLD4","PLD4",0.132721574,0,0.584263918648664,5.40607415,0,0.00000000294217659215963,0,0.01182009401888,0,0.00000000152443063513721,0.988179901514513
"PLEK","PLEK",0.352862579,0.025015567,0.689915336489744,5.291699741,0,0,0.00000000011037493124256,0.00331677247510415,0,0.0208706168293226,0.975812610585198
"PRF1","PRF1",0.173841286,0,0.564295421648805,4.675942847,0,0,0,0.000000000146452077608393,0.00917148994337669,0.00748901246679472,0.983339497443376
"PTGS1","PTGS1",0.400586922,0.06956862,0.734110920764131,5.87171455,0,0.00103948379557384,0,0,0,0.00214590390449645,0.99681461229993
"RAMP2","RAMP2",0.278407297,0.020116495,0.741118480451321,6.251989613,0,0.0188497975299154,0.000000000794646316370238,0.000000000101104279895406,0.031290012361289,0,0.949860189213045
"RORC","RORC",0.093552138,0,0.290409943721237,2.663482531,0,0,0,0.0232568998103062,0.00644063371762669,0,0.970302466472067
"RUNX3","RUNX3",0.360724,0.028484848,0.772815050780805,5.218444493,0,0,0,0.0109483200383957,0,0,0.989051679961604
"S100A8","S100A8",0.333232567,0,0.934200715644384,6.024830654,0,0.0260485077078605,0.000697389876532338,0.000000000230043868914074,0.0039148200394988,0.022874201663457,0.946465080482607
"S100B","S100B",0.202627698,0,0.686774494619439,6.003688404,0,0,0,0,0,0,1
"SOX17","SOX17",0.133781824,0,0.416018006111133,6.465591146,0,0,0,0.00522315967031148,0.00967048929535375,0.00271759307197768,0.982388757962357
"SPARC","SPARC",1.848962047,1.3899755,1.59612264524832,6.32245127,0,0.0534463613945327,0.00000000446586530452675,0.000000000327577628529741,0.00459583972663111,0.00000000108402907211712,0.941957793001364
"SPP1","SPP1",0.344888212,0.04280316,0.760904037048269,7.166711964,0,0.031039457416137,0,0,0,0.0495657608960111,0.919394781687852
"TACSTD2","TACSTD2",0.07773822,0,0.360705584522719,6.679095426,0,0.0104066363289323,0,0,0,0,0.989593363671068
"TBX21","TBX21",0.145160223,0,0.452903124000688,5.133059155,0,0.000000000402062929788212,0,0.000000269926613556634,0.00423921973308812,0.000000000358898896819796,0.995760509579336
"TC2N","TC2N",0.665140616,0.09884986,1.19702042206777,5.97156548,0,0,0.00230132240169831,0.0147983572516893,0.0105124934326939,0,0.972387826913919
"TLR1","TLR1",0.664546416,0.19902613,0.984203453628525,5.41280088,0,0.0129938763115408,0,0.000000000574059425123325,0.0141703266559791,0.0205572928649601,0.952278503593461
"TNFRSF13C","TNFRSF13C",0.213572377,0,0.728586247382968,5.415775137,0,0.000000000196052667747786,0,0.00223598358299895,0,0.00759356764602583,0.990170448574923
"TREM2","TREM2",0.098839847,0,0.284758116757017,2.51041122,0,0.0600306253699976,0.00000000584427414297914,0,0,0.0221787031477067,0.917790665638022
"TSPAN1","TSPAN1",0.09980362,0,0.525416542876747,5.645002057,0,0.00584510058503973,0,0.00476175226924818,0.000000000147215890385529,0,0.989393146998496
"VCAN","VCAN",1.073314177,0.51178097,1.33095483046079,6.32245127,0,0,0.00000000388890135170248,0,0.0277651725001325,0.0303750122645433,0.941859811346423
